objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,genre,date_published,date_description,publisher,licensing,musical,adaptation,adaptation_of,description,colocated,notes,format
422,"Sword of Peace, The","Hardy, William",08-18,20,10,4,34,TRUE,66,,1973,,Snow Camp Theatre,TRUE,FALSE,FALSE,,"A drama of the American Revolution war period and the struggle of the pacifist Quakers. Two days after the Battle of Guilford Court House, the British army moved south, where some stopped at Snow Camp and took over the house of Simon Dixon, patriarch of the Quaker community.",,Snow Camp Outdoor Theatre (SCOT) - Presented By Studio 1,
423,Take the Rap,"Lee-Rekers, Alexander",12-18,1,1,0,2,FALSE,3,Drama,,Unknown,Stage Milk,TRUE,FALSE,FALSE,,One student gets in trouble for protecting another student. Someone else offers to take the rap.,,,
424,Talking Things Over with Chekhov,"Noonan, John Ford",14-18,1,1,0,2,FALSE,59,,1991,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,Jeremy is an aspiring if off the wall playwright who draws inspiration from extended conversations with Chekhov. His first play is about to be produced and his ex girlfriend is determined to star in it. The agony of releasing his play to the sharks of theatredom drives Jeremy to induce someone to kill him during rehearsals. He survives only to have the Times critic laud Marlene's performance in an insignificant vehicle unworthy of her gifts.,,,
425,Tall Tale Man,"Stephens, Jeffryn",04-08,2,0,6,8,,3,Folktales,1985,,YPPC,FALSE,FALSE,TRUE,Adapted from West African Anansi stories,"Anansi is a trickster who tells a man tall tales. The man refuses to believe him, and eventually leaves in disgust.",,Co-located in CAPS Learning Packet curriculum.,
426,"Taming of LaRue, The","Karcz, L.R.",12-18,8,4,4,16,TRUE,14,Drama;Comedy,1999,,Pioneer Drama Service,TRUE,FALSE,TRUE,Based on William Shakespeare's The Taming of the Shrew.,"Set in the old American West, the stubborn and bossy Kate LaRue is driving everyone in town as crazy as a coyote with laryngitis. Her sister, sweet Miss Bianca, is wondering if she will ever be free to marry her handsome suitor, Larry... especially since she has to wait until her bad-tempered sister can be tamed with love. Things become even more difficult when outlaws show up!",,,
427,Targets (forerunner to You Have Been Selected),"Ranson, Rebecca",16-18,5,3,0,8,FALSE,41,,,Unknown,Unknown,TRUE,FALSE,FALSE,,A group of people are identified by a computer and brought together to take part in a survey. They must justify their existence or be shot.,,,
428,Tatters to Tiffanys,"Stephens, Jeffryn",12-18,6,3,0,9,FALSE,38,,1983,,YPPC,TRUE,TRUE,TRUE,"adapted from ""Rags To Riches"" by Aurand Harris and Eva Franklin; based on Horatio Alger stories","Ragged Rick, an honest, upright lad who earns his meager living by shining shoes, is entrusted with a $2 bill by a rich banker. When he delivers the change to the banker's home, he attracts the interest of the banker's daughter, who stirs his ambition. In a dramatic scene, Rick has the opportunity to rescue a poor little match boy from a tenement fire, and when the match boy proves to be the heir to a fortune, the banker recognizes Rick's sterling qualities and starts him on the road to riches.",,"This was adapted directly from the play. The different versions call the main character ""Rick"" or ""Dick"", ""Dick being the main character in Rags to Riches. The play is still under copyright.",
429,Test of a Friendship,"Stephens, Jeffryn",04-10,0,0,6,6,FALSE,4,Folktales,2005,,YPPC,FALSE,FALSE,TRUE,Adaptation of the Nigerian folktale.,Two friends fight over the color of their neighbor's hat. The moral of this story is to examine all sides of an issue before letting it come between you.,,,
430,Tevya and the First Daughter,"Perl, Arnold",12-18,6,6,0,12,TRUE,20,Comedy,1958,,Dramatists Play Service Inc.,TRUE,FALSE,TRUE,Based on the stories of Sholom Aleichem.,"Tevya, a poor drayman, happens to do a favor to a rich family. In gratitude they give him money and a milk cow—and Tevya the drayman becomes Tevya the dairyman. Each time Tevya and his wife Golde have begun to arrange advantageous matches for the girls and each time their well-meaning plans are foiled by the daughters’ falling in love and taking matters into their own hands. Tzeitl, the eldest, has attracted the interest of Lazar Wolf, a prosperous butcher, and Golde is enchanted at the thought that her daughter will have pretty clothes to wear and always enough to eat. But Tzeitl has fallen in love with a poor tailor, and of course, love wins out.",,,
431,That's What Friends are For,"Stephens, Jeffryn",04-08,0,2,4,6,FALSE,3,Folktales,2016,,YPPC,FALSE,FALSE,FALSE,,Ellanora Elephant is waiting for her cousin Theodora. She doesn't know that Theodora has hurt her leg on the other side of the forest and can't come. The rest of the animals in the forest give good advice and help get a message to Ellanora.,,,
432,"The Rainmaker, monologue","Nash, Richard",14-18,1,0,0,1,FALSE,1,Monologue,1957,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"In this enduring Broadway classic, which inspired the musical 110 in the Shade, plain Lizzie Curry finds herself falling, against her better judgment, for a charismatic traveler who promises to bring rain to her family’s drought-stricken Texas town.",,Starbuck's monologue from Act 1,
433,Thesus,"Stephens, Jeffryn",06-12,5,3,8,16,FALSE,8,Mythology,,Unknown,Unknown,TRUE,FALSE,TRUE,Adapted from the myth of Thesus and the Minotaur,"This tale, passed down through generations, circles around the heroic exploits of Theseus, the prince of Athens, his battle with the monstrous Minotaur, and the labyrinthine complexities of fate and divine interference.",,,
434,Thieves' Carnival,"Hill, Lucienne",10-18,10,3,0,13,FALSE,61,Comedy,1952,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"The scene is a palatial home where two attractive young girls reside. The home is invaded by three affectionate thieves, on the one hand, and by a country bumpkin on the other. A lovely romance blooms instantly between one of the girls and the youngest thief. Being a very honest fellow, he cannot in good conscience accept her love, and instead turns with vengeance toward his job. But she is swifter in her wiles than he is in his.",,,
500,"Third Richest Man in the World, The","Murray, John",08-18,3,6,4,13,FALSE,22,Drama,1979,,"Plays, Inc.",TRUE,FALSE,FALSE,,Two reporters target an eccentric billionaire to get the story of a lifetime,,,
435,Three Blind Mice (Adaptation of The Mousetrap),"Stephens, Jeffryn (adapted)",12-18,5,3,0,8,FALSE,33,Mystery,1984,,YPPC,TRUE,FALSE,TRUE,Adapted from The Mousetrap by Agatha Christie.,"During a heavy snowstorm, newlyweds Mollie and Giles Ralston prepare to open Monkswell Manor for their first guests: the nitpicky Mrs. Boyle; the cagey Miss Casewell visiting from abroad; the young architect Christopher Wren; the good-natured Major Metcalf; and the roguish, unexpected guest Mr. Paravicini. As the snow proves impassable, Detective Sergeant Trotter arrives on skis with news that connects the manor to a mysterious murder in London. When the phone lines are cut and a guest turns up dead, everyone becomes a suspect. Will the killer be discovered in time?",,,
436,"Three Wishing Bags, The","Swintz, Martha",12-18,3,3,5,11,FALSE,20,Folktales,1992,,YPPC,FALSE,FALSE,FALSE,,"A girl is given three wishing bags by a witch as a reward for her kindness, but warned that no one else can use them without dying. When the prince is given a bag by a member of the court, the girl uses her last wish to restore him to life.",,,
437,"Three, Four, Shut the Door","Stephens, Jeffryn",14-99,0,0,20,20,TRUE,41,Improv,1984,,Unknown,FALSE,FALSE,FALSE,Based on improvisations from the 1984 intergenerational theater group at YPPC.,Based on improvizations by the Special Intergenerational Group.,,,
438,Thursday Meets the Wolfman,"Simms, Willard",08-14,3,5,3,11,TRUE,27,Mystery;Comedy,1974,,Pioneer Drama Service,TRUE,FALSE,FALSE,,"This is the city. Swampville, U.S.A. Sergeant Thursday is working the bog watch out of homicide. It is cold, misty, overcast and polluted...a typical day in the bog district. Several bizarre murders have taken place. The suspect? A monster with a hairy face, wild eyes and four oversized teeth. But there is a shortage of clues. Thursday’s trail takes him to all the interesting residents of Swampville, including a mad scientist, campaigning politicians and a home for various weirdies. Sergeant Thursday and his familiar sidekick make this a case to remember!",,,
439,"Tidings Brought to Mary, The","Claudel, Paul",12-18,12,16,0,28,FALSE,133,Mystery,1912,,The Theatre Guild,FALSE,FALSE,TRUE,Adapted from the novel of the same name.,"The play tells the story of two sisters, Violaine and Mara, who live in a small village in medieval France. Violaine is a pious and virtuous young woman who is beloved by all who know her, while Mara is jealous of her sister's popularity and struggles with her own desires and temptations.One day, a group of traveling actors arrives in the village and puts on a play about the Annunciation, the biblical story of the angel Gabriel's visit to Mary to tell her she will bear a son. The play deeply affects Violaine, who becomes convinced that she has been chosen by God to bear a child like Mary. Mara, meanwhile, becomes increasingly resentful of her sister's piety and begins to plot against her.As the story unfolds, the sisters' relationship becomes increasingly strained, and their community is torn apart by jealousy, suspicion, and religious fervor. Ultimately, the novel explores themes of faith, redemption, and the power of belief to shape our lives and the world around us.",,,
440,To Be or Not To Be,"Stephens, Jeffryn",12-18,4,14,14,32,TRUE,42,Morality,1984,,YPPC,FALSE,TRUE,FALSE,,"A group of children end up on an unexpected field trip to Paradise. They realize that their problems aren't going to solve themselves, and that they have to take responsibility for their own lives.",,"This had music by The Kinks, played by Ty Stephens.",
441,Toad of Toad Hall,"Milne, A.A.",04-18,6,7,13,26,TRUE,83,,1959,,"Samuel French, Inc.",TRUE,FALSE,TRUE,Adapted from Kenneth Graham's book The Wind in the Willows.,"The story begins with Mole doing his spring cleaning. Fed-up with the task he emerges on to the riverbank and meets Ratty (a watervole). The two encounter various other creatures during their adventures, such as an otter and his son called Portly, squirrels, rabbits and a kindly old Badger who invites them to say at his house. They also meet the irrepressible Toad who owns Toad Hall, a very impressive property. When Toad Hall is taken over by the wicked creatures from the Wild Wood (weasels, stoats and ferrets) the new band of friends help Toad recover his home which culminates in the 'Battle of Toad Hall' where they are victorious. Toad's caravan and car adventures are included, as well as his imprisonment and escape.",,,
442,"Tolstoy Story Play, The","Koste, V. Glasgow",04-18,0,0,21,21,TRUE,30,,1991,,Dramatic Publishing,TRUE,FALSE,TRUE,Inspired by Tolstoy's retellings of Russian folktales.,"Inspired by Tolstoy's tellings of Russian folktales a century ago, this award-winning story theatre play is a celebration of the glory of story in a style at once primitive and sophisticated, entertaining, accessible and surprising. It is an ideal ensemble piece with a fresh blend of vaudeville, commedia, realism, farce and poetry. The play, composed of stories, clearly illustrates the essence of story itself as a human survival tool and art. Its theme is that each person's real life is in itself a complex story, made of overlapping, interwoven stories, lived and to some degree authored, acted, and directed by its protagonist.",,,
443,Tom Sawyer,"Spencer, Sara",08-18,6,2,12,20,TRUE,33,Comedy,1935,,Dramatic Publishing,TRUE,FALSE,TRUE,Adapted from the book Tom Sawyer by Mark Twain.,"This version features Tom's story in its entirety -- the famous whitewashing, the schoolroom episodes, the graveyard experience, the pirate adventure on Jackson's Island, the return to their own funeral at the village church, the trial of Muff Potter, finding and losing a treasure, getting lost in MacDougall's Cave and the rejoicing of the village at their rescue.",,,
444,Too Much Springtime,"Adler, Marjorie Duhan",12-18,5,10,2,17,FALSE,82,Comedy,1955,,Dramatic Publishing,TRUE,FALSE,TRUE,Adapted from the P.G. Wodehouse book The Mating Season.,"When Bertie Wooster visits Deverill Hall pretending to be Gussie Fink-Nottle he finds himself in trouble. To begin with, there is the case of Esmond Haddock, JP, the squire of King's Deverill, and his surging sea of aunts. Then there is the problem with 'Corky' Pirbright, Constable Dobbs and the dog. Complicating matters further, Esmond is in love with Corky, and Esmond's cousin Gertrude with Corky's brother, but the aunts have forbidden both unions. And, as if that were not enough, Gussie arrives in person pretending to be Bertie. There is only one person who can save Bertie from a fate worse than death - so naturally, Jeeves materializes at Deverill pretending to be someone else. All quite clear?",,,
445,Trifles,"Glaspell, Susan",14-18,3,2,0,5,FALSE,6,Mystery,1916,,Unknown,FALSE,FALSE,FALSE,,"The play begins ""in the now-abandoned farmhouse of John and Minnie Wright"". On command from the county attorney, Mr. Hale recounts his visit to the house the previous day. He found Mrs. Wright behaving strangely and her husband upstairs dead, with a rope around his neck. Mr. Hale notes that when he questioned her, Mrs. Wright claimed that she was asleep when someone strangled her husband. While the three men are searching the house for evidence, ""the women begin to explore the domestic space on their own. As they interact with the stage environment, the two women discover clues to the couple's personalities as well as potential evidence in the case"". Although Minnie and John Wright are not physically present they ""become vivid figures for us via the dialogue and actions of Mrs. Hale and Mrs. Peters"". Through evidence, the wives soon realize that Mr. Wright killed his wife's pet bird, and that led to Mrs. Wright killing her husband. Although the men find no evidence upstairs in the Wright house that would prove Mrs. Wright guilty, the wives piece together that Mrs. Wright was a victim of abuse by her husband. They understand how it feels to be oppressed by men. After the women discover the truth, they hide the dead bird, knowing that it would otherwise be used to make the case against Mrs. Wright. Whether Mrs. Wright is convicted is neither confirmed nor denied at the end of the play.",,,
446,"Trip to Bountiful, The","Foote, Horton",12-18,6,3,0,9,TRUE,62,,1953,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"Carrie Watts dreams of escape from the bustling city and of a return to simpler times in her beloved Bountiful, Texas. She sets out on a risky journey to her beloved hometown, with her family in hot pursuit. Along the way, she encounters kindness and compassion … and makes a remarkable discovery about the true meaning of home.",,,
447,"Trip to Czardis: A Play for Radio, A","Granberry, Edwin",10-18,4,1,3,8,TRUE,20,Historical Fiction,1932,,Forum and Century,TRUE,FALSE,FALSE,,"Jim and his younger brother, Daniel, wake up one morning, excited for their upcoming trip to see their father. They haven’t seen their father in a long time, so they scavenge out in the swamp near their Florida home to try to bring him fruits to make him happy. Their mother tells them to stop. The family, along with Uncle Holly, gets settled in a carriage and they drive off to see Jim and Daniel’s father. Jim’s mother warns him that he will likely not recognize his father because it’s been so long; he shouldn’t get his expectations up. When they arrive, Jim and Daniel speak to their father, a withered-looking, clearly sick man. They depart, and Daniel is excited that their father has given them a watch and chain, but Jim knows that his father will die soon. He’s quiet.",,,
448,"Trojan Horse, The","Suranna, Keith",04-10,5,4,3,12,,32,Folktales,1997,,Little Golden Books,TRUE,FALSE,TRUE,The Illiad/The Odyssey,Based on Homer's epic poems.,,Crayola Kids Golden Books script,
449,"Trojan Women, The","Euripides,",12-18,2,5,1,8,TRUE,23,Historical Fiction,,415 BCE,Unknown,FALSE,FALSE,FALSE,,"A famous and powerful indictment of the barbarous cruelties of war. The work, which is set during the period immediately after the taking of Troy, treats the sufferings of the wives and children of the city’s defeated leaders, in particular the old Trojan queen, Hecuba, and the other royal women. Cassandra, Hecuba’s daughter, is taken off to be the concubine of Agamemnon, and Andromache, one of Hecuba’s daughters-in-law, is taken to serve Neoptolemus. Andromache’s son Astyanax is taken from her and hurled to his death from the walls of Troy. Finally, as Troy goes up in flames, Hecuba and the other Trojan women are carried off to the ships to face slavery in Greece.",,,
450,"Trouble with Trent, The","Carmichael, Fred",12-18,2,6,0,8,FALSE,56,Comedy,1998,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"Sparkling dialogue, fascinating characters, satirical insights, and laughs galore abound in this tale of mistaken identities that begins when three mystery buffs who e-mail chapters to each other meet for two weeks to polish off their first book. The publication enjoys mild success until their literary agent hints that Sarah Trent, the pen name they adopted, is a real person. Book sales soar. Meanwhile, a Washington socialite being blackmailed over a possibly illicit weekend intends to send Sarah a story she has written about herself. She mistakenly sends the manuscript to the blackmailer and the money to the beach cottage where the three ladies behind the name “Trent” are gathered to complete another book. Nailing the blackmailer and keeping Sarah’s identity a secret during the resulting confusion is first-rate comedy by a popular author of the genre.",,,
451,"Trouble with Tribbles, The","Gerrold, David",08-18,10,1,10,21,TRUE,30,Science Fiction,1973,,Ballantine Books,TRUE,FALSE,TRUE,From the Star Trek episode of the same name.,"To protect a space station with a vital grain shipment, Kirk and the crew must deal with Federation bureaucrats, a Klingon battle cruiser and a peddler who sells furry, purring, voracious little creatures as pets.",,,
452,"Trumpet of the Swan, The","Robinette, Joseph",04-18,0,0,10,10,TRUE,62,Comedy,1992,,Dramatic Publishing,TRUE,FALSE,TRUE,Based on the book by E.B. White,"The Trumpet of the Swan is the story of Louis, a trumpeter swan who can't trumpet—or even communicate vocally, for that matter. But when his father presents him with a trumpet and a young boy named Sam helps him learn to read and write, Louis slowly overcomes his shyness and the fear of being ""different."" Louis' many adventures take him to Camp Kookooskoos where he becomes the camp bugler, to the Boston Public Gardens where he is the featured attraction, and to the Philadelphia Zoo where he meets an assortment of intriguing characters both animal and human. Later, Louis is compelled to fly to Montana where he must right a wrong for which he feels responsible, and, finally, he returns to his birthplace in Canada where he and his new bride, Serena, will raise their own family of trumpeter swans.",,,
453,Twelve Angry Jurors,"Sergel, Sherman",12-18,0,0,15,15,FALSE,52,Drama,1955,,Dramatic Publishing,TRUE,FALSE,TRUE,Based on the television movie by Reginald Rose.,"A 19-year-old boy has just stood trial for the fatal stabbing of his father. ""He doesn't stand a chance,"" mutters the guard as the 12 jurors are taken into the bleak jury room. It looks like an open-and-shut case—until one of the jurors begins opening the others' eyes to the facts. ""This is a remarkable thing about democracy,"" says the foreign-born juror, ""that we are notified by mail to come down to this place—and decide on the guilt or innocence of a man, of a man we have not known before. We have nothing to gain or lose by our verdict. We should not make it a personal thing."" But personal it does become, with each juror revealing his or her own character as the various testimonies are re-examined, the murder is re-enacted and a new murder threat is born before their own eyes! Tempers get short, arguments grow heated, and the jurors become twelve angry people. The jurors' final verdict and how they reach it—in tense scenes that will electrify your audience and keep them on the edge of their seats—add up to a fine, mature piece of dramatic literature, an experience you'll be proud to present.",,,
454,Twelve Olympian Gods and How the Seasons Came to Be,"Stephens, Jeffryn",04-12,7,8,4,19,FALSE,19,Mythology,1986,,YPPC,TRUE,FALSE,TRUE,Adapted from the Greek myths.,An overview of twelve of the Greek gods and the myth of Hades and Persephone.,,,
455,"Twelve Olympian Gods and How the Seasons Came to Be, The","Stephens, Jeffryn",08-18,0,0,13,13,FALSE,19,Folktales,1986,,YPPC,TRUE,FALSE,TRUE,Adaptation of Hades and Persephone,Hades kidnaps Persephone and takes her to be his queen. She ends up coming to a compromise after eating six pomegranate seeds.,,,
456,"Two Orphans or In the Hands of Heaven, The","D'Ennery, Adolphe Philippe",10-18,6,8,3,17,FALSE,51,Melodrama,1870,,Unknown,FALSE,FALSE,FALSE,,"This classic French play by Adolphe d'Ennery tells the gripping tale of two orphans raised by a kind-hearted old man. When the old man dies suddenly, the orphans are thrust into a world of danger and intrigue, facing conniving villains and uncertain fates. With vivid characters and dramatic plot twists, this play is a must-read for fans of nineteenth-century French theater.",,,
457,"Ugly Duckling, The","Milne, A.A.",04-18,4,3,0,7,FALSE,21,Folktales,1941,,"Samuel French, Inc.",TRUE,FALSE,TRUE,,"Arrangements have been made for Prince Simon to marry Princess Camilla. The King and Queen are nervous because-- let's face it-- Camilla is plain! It is decided that a beautiful maid will impersonate Camilla until the wedding. The Prince hears of Camilla's beauty and, considering himself rather plain, has his extremely handsome man Carlo impersonate him. Simon and Camilla meet by chance and fall in love. Each is beautiful to the other and they live happily ever after.",,,
458,Under Milkwood,"Thomas, Dylan",14-18,17,17,0,34,FALSE,41,Reader's Theater,1954,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"UNDER MILK WOOD takes the form of an emotive and hilarious account of a spring day in the fictional Welsh seaside village of Llareggub. We learn of the inhabitants' dreams and desires, their loves and regrets. The play introduces us to characters such as Captain Cat who dreams of his drowned former seafellows and Nogood Boyo who dreams of nothing at all. It is a unique and touching depiction of a village that has 'fallen head over bells in love'. The First Voice narration reveals the ordinary world of daily happenings and events, while the Second Voice conveys the intimate, innermost thoughts of the fascinating folk of Llareggub.",,,
459,"Undercurrent, The","Ehlert, Fay",14-18,2,4,0,6,FALSE,18,Drama,1929,,"Samuel French, Inc.",FALSE,FALSE,FALSE,,"This short play tells the story of Annie Fishyer, whose tyrannical father comes near to wrecking her life and happiness. Tense and dramatic, this play reveals the very human characteristics of Ma and Pa Fishyer, their son and daughter, a meddlesome neighbor, and Miss Page, an investigator for the Morals Court.",,,
460,Up the Down Staircase,"Kaufman, Bel",12-18,12,18,0,30,FALSE,84,Comedy,1969,,Dramatic Publishing,TRUE,FALSE,TRUE,Adapted from Bel Kaufman's novel of the same name.,"""Hi, Teach!"" are the first words to greet attractive Sylvia Barrett. There's a special happiness in walking into the still-empty classroom and for the first time writing her name on the blackboard. Students pour into the classroom—cautious, testing, challenging. Simultaneously, there's a blizzard of paperwork, warnings, contradictory orders, indecipherable instructions. Frantic, Sylvia begins to fear she doesn't even understand the language. An experienced teacher translates: ""Keep on file in numerical order"" means throw in wastebasket. ""Let it be a challenge"" means you're stuck with it. ""Interpersonal relationships"" means a fight between kids. And ""It has come to my attention"" means you're in trouble. Soon Sylvia finds herself the most involved person in the school—involved in the start of a romance and in a near war with a discipline-over-everything administrator, but, most of all, involved in the unexpected, sometimes heartbreaking problems of her students. The simple stage arrangement makes the play easy to produce and serves to convey a sense of the whole school. One critic said, ""Seldom has a humorous work been at the same time so important.""",,,
461,Us and Them,"Campdon, David",14-18,0,0,5,5,TRUE,19,Drama,1977,,Dramatic Publishing,TRUE,FALSE,FALSE,,"Under the eyes of an all-seeing Recorder, two groups meet. They divide this land, first with a line, then with a wall. From there on the trouble begins.",,This play has a note that it can be performed with almost any size cast.,
462,"Vagabond Vampires, The","Murray, John",12-18,4,4,1,9,FALSE,23,Comedy; Mystery,1979,,"Boston Plays, Inc.",FALSE,FALSE,FALSE,,A vampire couple will have their house demolished unless they can solve a mystery,,Included in Fifteen Plays for Teen-agers: A Collection of One-Act Royalty-Free Comedies and Mysteries,
463,Variations on the Death of Trotsky,"Ives, David",12-18,2,1,0,3,FALSE,10,Satire,1992,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"VARIATIONS ON THE DEATH OF TROTSKY shows us the Russian revolutionary on the day of his demise, desperately trying to cope with the mountain-climber’s axe he’s discovered in his head.",,,
464,"Velveteen Rabbit, The","Still, James",04-18,3,0,7,10,FALSE,40,,1988,,Music Theater International,TRUE,TRUE,TRUE,Adapted from the book of the same name by Margery Williams.,"The Velveteen Rabbit is an emotional journey through time, as told through the eyes of a teenager looking back on his childhood. By reliving the relationship between his 4-year-old self and his favourite toy, the velveteen rabbit, he rediscovers the true meaning of friendship. Central to the story is, of course, the velveteen rabbit, a modest toy which cannot hope to compete with the likes of a sleek toy Boat or a speedy Train, is mocked by all the other toys. The only toy who stands up for the Rabbit is the old Rocking Horse, who tells the Velveteen Rabbit about the magic of becoming Real. This ""memory play, play explores the rewards of loyalty, the poignancy of loss, and the wonderful, surprising powers of love.",,,
465,Veronica's Room,"Levin, Ira",14-18,2,2,0,4,FALSE,61,Thriller,1973,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"In this chilling mystery thriller by the author of Rosemary’s Baby, a young woman finds herself trapped in a terrifying situation, persuaded to impersonate the long-dead daughter of an elderly couple. This chilling mystery thriller by the author of Rosemary's Baby explores the thin line between fantasy and reality, madness and murder. Students Susan and Larry find themselves as guests enticed to the Brabissant mansion by its dissolute caretakers, the lonely Mackeys. Struck by Susan’s strong resemblance to Veronica Brabissant, the long-dead daughter of the family for whom they work, the older couple gradually induce her to impersonate Veronica briefly to solace the only living Brabissant, her addled sister who believes Veronica remains alive. Dressed in Veronica’s clothes, Susan finds herself locked in the role and locked in Veronica’s room. Or is she Veronica, in 1935, pretending to be an imaginary Susan?",,This might be a bit scary for the younger kids.,
466,"Vingananee and the Tree Toad, The","Stephens, Jeffryn",04-10,0,0,8,8,FALSE,11,Folktales,2005,,YPPC,FALSE,FALSE,TRUE,Adapted from the Liberian folktale by Verna Aardema,"Spider, Rat, Buck Deer, Monkey, and Lion all live happily together on their farm--until the Vingananee comes and steals their food each night. No one can stop him, but little Tree Toad tries--and the dreadful Vingananee just may meet his match.",,,
467,Voices,"Berenson, Daniel",14-18,0,0,15,15,TRUE,46,Poetry,2010,,Unknown,TRUE,FALSE,TRUE,This is a series of poetry that was prepared for use in classrooms.,This is a series of poetry that was prepared for use in classrooms written by Daniel Berenson in Durham.,,There is a note from the author in the binder version of this stating that he hopes to create a series of videos for YouTube and Facebook to promote these performances.,
468,Wandering,"Wilson, Lanford",12-18,2,1,0,3,FALSE,2,Comedy,1966,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,Forty years of a man's life summarized in four minutes.,,,
469,Wanted: A Ghost,"Schultz, Eric",08-14,1,3,3,7,FALSE,22,Comedy; Spooky,,Unknown,Unknown,TRUE,FALSE,FALSE,,"Three sisters are offered money to renovate their new home if they can prove that ghosts exist. Luckily, some ghosts are already there.",,"Also titled ""Wanted: One or More Ghosts""",
470,Welcome to the Monkey House,"Sergel, Christopher",14-18,10,14,0,24,FALSE,93,,1970,,Dramatic Publishing,TRUE,FALSE,TRUE,Adapted from Kurt Vonnegut Jr.'s Welcome to the Monkey House.,"Its theatrical excitement comes from the brilliant words and the dazzling display of original ideas. Vonnegut begins with a moving episode about right now in which a young man searches for companionship and identity through participation in amateur theatricals, appropriately entitled Who Am I This Time? An edged satire of the future concludes the first act.",,,
471,When Shakespeare's Ladies Meet,"George, Charles",12-18,0,6,0,6,FALSE,,Drama,1942,,Dramatists Play Service Inc.,TRUE,FALSE,TRUE,Adaptation of Shakespeare's Romeo and Juliet; includes heroines from other plays.,Imagine the fun when six of Shakespeare’s heroines get together to discuss the universal topic—love. That’s what happens in this thirty-minute playlet. Juliet has just fallen in love with Romeo and the other ladies of the Bard’s imagination convene to enlighten her on the best method of conducting a romance.,,,
472,Where the Wild Things Are,"Sendak, Maurice",04-12,1,3,6,10,TRUE,31,Fable,1963,,Harper & Row,TRUE,FALSE,TRUE,Adaptation of the children's book.,"The story focuses on a young boy named Max who, after dressing in his wolf suit, wreaks such havoc through his household that he is sent to bed without his supper. Max's bedroom transforms into a jungle environment, and he winds up sailing to an island inhabited by monsters, called the Wild Things. The Wild Things try to scare Max, but to no avail. After stopping and intimidating the creatures, Max is hailed as the king of the Wild Things and enjoys a playful romp with his subjects. Finally, Max stops them and sends them to bed without their supper. However, to the Wild Things' dismay, he starts to feel lonely and decides to abdicate and return home. The creatures do not want Max to go and throw themselves into fits of rage as he calmly sails away home. Upon returning to his bedroom, Max discovers a hot supper waiting for him.",,This is a photocopy of the children's book with handwritten lines and stage directions.,
473,Where's Daddy?,"Inge, William",14-18,3,3,0,6,FALSE,114,Satire,1966,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"A boy, who happens to have been adopted by the bachelor, and a girl, who is the unworldly lady’s daughter, have got themselves married and are about to have a child, and the thought alarms the young pair. The boy wants his freedom and the girl wants to prove her independence by giving it to him, and they have agreed to send the baby to an institution for adoption when it arrives. And it arrives unexpectedly, and amid great alarm",,,
474,"White Queen, Red Queen","Morris, Thomas Baden",12-18,0,10,0,10,FALSE,22,History,1937,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,Tells the story of Katherine of Aragon and Anne Boleyn when Katherine was dismissed from the court of Henry VIII.,,,
475,Who Laughs Last?,"McCaslin, Nellie",04-12,2,2,4,8,TRUE,9,Comedy,1992,,St. Martin's Press,TRUE,FALSE,TRUE,Adaptation of a Polish folktale.,"Matenko is an aging court jester whose wits and nimbleness are filing him. The King gives Matenko and hi wife a cottage to which they may retire, however, the King forgets to provide their promised pension. On the edge of starvation, Matenko and his wife come up wiht one last jest. The wife goes to the Queen and tells her that Matenko has died. Stricken with grief and remorse, the Queen lavishes Matenko's wife with gold on the spot. Delighted with their success, Matenko repeats his great joke by going to the King and telling him his wife hsa died. The guilty King showers him with gold - but the trick backfires when the King and Queen get into an argument about which of the couple has actually died. Matenko and his wife are found out, but the King admits his forgetfulness was to blame and forgives them.",,"Contained in: ""Plays Children Love volume Two"" published by St Martin's Press 1992 978-0312079734",
476,Who's in Rabbit's House,"Stephens, Jeffryn",04-12,0,0,11,11,FALSE,10,Folktales,1992,,YPPC,FALSE,FALSE,TRUE,"Based on the Masai tale, retold by Verna Aardema","The Rabbit family’s home is invaded by a creature who calls themself ‘The Long One’. As their friends come by and ask what is happening, the Rabbits desperately explain that they cannot find a way to remove the terrifying creature from their home. Desperate to move back in, the Rabbits finally allow Frog to try out his ingenious plan.",,,
477,Who's on First,"Abbot, Bud",14-18,2,0,0,2,FALSE,10,Comedy,1938,,Unknown,TRUE,FALSE,FALSE,,Abbott identifies the players on a baseball team for Costello.,,,
